TIPO DE PRODUCTO,RAZON SOCIAL VISITADA,ENTIDAD,INCUMPLIMIENTO
ATUN,TIENDAS EXTRA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
VELADORAS  Y CERAS,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
SALSA,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
CATSUP,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,TIENDAS SUPER PRECIO  S. A. DE C. V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,TIENDAS SUPER PRECIO  S. A. DE C. V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
REFRESCOS,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
GALLETAS,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,CADENA COMERCIAL OXXO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ENLATADOS,TIENDAS TRES B  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
BEBIDA DE JUGO,TIENDAS TRES B  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
CEREALES,TIENDAS TRES B  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
VERDURAS ENLATADAS,WALDO'S DOLAR MART DE MEXICO  S. DE R.L. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LEGUMBRES ENLATADAS,WALDO'S DOLAR MART DE MEXICO  S. DE R.L. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,DISE–OS ASTRID Y/O FELICITAS CUEVAS ORTIZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,DISE–OS ASTRID Y/O FELICITAS CUEVAS ORTIZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,DISE–OS ASTRID Y/O FELICITAS CUEVAS ORTIZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,DISE–OS ASTRID Y/O FELICITAS CUEVAS ORTIZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,DISE–OS ASTRID Y/O FELICITAS CUEVAS ORTIZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS ELECTRICOS,MAQUINAS JAPONESAS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS ELECTRICOS,MAQUINAS JAPONESAS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS ELECTRICOS,MAQUINAS JAPONESAS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS ELECTRICOS,MAQUINAS JAPONESAS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MERCERIA Y BONETERIA,MAQUINAS JAPONESAS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MERCERIA Y BONETERIA,MAQUINAS JAPONESAS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MERCERIA Y BONETERIA,MAQUINAS JAPONESAS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MERCERIA Y BONETERIA,MAQUINAS JAPONESAS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MERCERIA Y BONETERIA,MAQUINAS JAPONESAS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,JUAN LUIS MARISCAL ESTRADA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS ESCOLARES,JUAN LUIS MARISCAL ESTRADA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS ESCOLARES,JUAN LUIS MARISCAL ESTRADA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,BISUTERIA LUISA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,BISUTERIA LUISA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,BISUTERIA LUISA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,PRINCESS ROSELINA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,PRINCESS ROSELINA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,PRINCESS ROSELINA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,PRINCESS ROSELINA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,PRINCESS ROSELINA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DESECHABLES PARA FIESTA,NOVEDADES GRECIA Y/O JOSE FRANCISCO HERNANDEZ O.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
VELADORAS  Y CERAS,NOVEDADES GRECIA Y/O JOSE FRANCISCO HERNANDEZ O.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DESECHABLES PARA FIESTA,NOVEDADES GRECIA Y/O JOSE FRANCISCO HERNANDEZ O.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,NOVEDADES GRECIA Y/O JOSE FRANCISCO HERNANDEZ O.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PLASTICO,NOVEDADES GRECIA Y/O JOSE FRANCISCO HERNANDEZ O.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,NOVEDADES GRECIA Y/O JOSE FRANCISCO HERNANDEZ O.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PLASTICO,NOVEDADES GRECIA Y/O JOSE FRANCISCO HERNANDEZ O.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ALIMENTOS PARA ANIMALES,GRUPO COMERCIAL SUPER TIEN-DAZZ  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MAYONESA,GRUPO COMERCIAL SUPER TIEN-DAZZ  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACEITE COMESTIBLE,GRUPO COMERCIAL SUPER TIEN-DAZZ  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,ABARROTES LA HIGIENICA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,ABARROTES LA HIGIENICA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,ABARROTES OXXY Y/O SILVIA MENDOZA MERCADO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,ABARROTES OXXY Y/O SILVIA MENDOZA MERCADO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,ABARROTES EMPERATRIZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,ABARROTES EMPERATRIZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,MARIA LETICIA NOEMI NU–EZ CEDILLO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE LIMPIEZA PERSONAL,MARIA LETICIA NOEMI NU–EZ CEDILLO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,ITZEL BARRANCO HERNANDEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,ITZEL BARRANCO HERNANDEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS PARA MASCOTAS,ABARROTES CREMERIA Y SALCHICHONERIA Y/O MARIO ARMANDO OLIVO CORREA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS PARA MASCOTAS,ABARROTES CREMERIA Y SALCHICHONERIA Y/O MARIO ARMANDO OLIVO CORREA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS PARA MASCOTAS,ABARROTES CREMERIA Y SALCHICHONERIA Y/O MARIO ARMANDO OLIVO CORREA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS  DE LIMPIEZA,ABARROTES DEL SUR Y/O RAFAEL JIMENEZ CAMACHO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,ABARROTES DEL SUR Y/O RAFAEL JIMENEZ CAMACHO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
FRIJOLES,ABARROTES DEL SUR Y/O RAFAEL JIMENEZ CAMACHO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
SALSA,ABARROTES DEL SUR Y/O RAFAEL JIMENEZ CAMACHO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,ABARROTES SAN AGUSTIN Y/O LUCILA SANSON MORAN,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,ABARROTES SAN AGUSTIN Y/O LUCILA SANSON MORAN,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
REFRESCOS,CREMERIA Y ABARROTES S/N Y/O ESPERANZA JUAREZ SOTO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
CHILES,CREMERIA Y ABARROTES S/N Y/O ESPERANZA JUAREZ SOTO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,RUBEN JUAREZ SOTO  Y/O  CREMERIA Y ABARROTES SIN NOMBRE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ENSALADAS,RUBEN JUAREZ SOTO  Y/O  CREMERIA Y ABARROTES SIN NOMBRE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MAYONESA,CREMERIA CUICUILCO Y/O MANUEL NATIVIDAD GONZALEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
SALSA,CREMERIA CUICUILCO Y/O MANUEL NATIVIDAD GONZALEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
SALSA,CREMERIA CUICUILCO Y/O MANUEL NATIVIDAD GONZALEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TORTILLAS DE HARINA,CREMERIA Y SALCHICHONERIA CASA VAZQUEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,CREMERIA Y SALCHICHONERIA CASA VAZQUEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,CREMERIA Y SALCHICHONERIA CASA VAZQUEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,CREMERIA Y SALCHICHONERIA CASA VAZQUEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,CREMERIA Y ABARROTES SIN NOMBRE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,CREMERIA Y ABARROTES SIN NOMBRE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,CREMERIA Y ABARROTES SIN NOMBRE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,CREMERIA Y ABARROTES Y/O MARIA DEL CARMEN MARGARITA VAZQUEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,CREMERIA Y ABARROTES Y/O MARIA DEL CARMEN MARGARITA VAZQUEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
VELADORAS  Y CERAS,CREMERIA 'ADE' Y/O ADELITA GONZALEZ LOPEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,CREMERIA 'ADE' Y/O ADELITA GONZALEZ LOPEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,MATERIAS PRIMAS S/N Y/O JESUS MENDOZA MAYA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,MATERIAS PRIMAS S/N Y/O JESUS MENDOZA MAYA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,MATERIAS PRIMAS S/N Y/O JESUS MENDOZA MAYA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,ALFREDO ESCOBAR VELARDE  Y/O MATERIAS PRIMAS SIN NOMBRE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,ALFREDO ESCOBAR VELARDE  Y/O MATERIAS PRIMAS SIN NOMBRE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,ENRIQUE RAMIREZ ANDRADE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,ENRIQUE RAMIREZ ANDRADE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,ENRIQUE RAMIREZ ANDRADE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,ALEJANDRO LEON VALADEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
DULCES Y GOLOSINAS,ALEJANDRO LEON VALADEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,TIENDAS SORIANA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,TIENDAS SORIANA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PAPEL HIGIENICO,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
GALLETAS,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
CEREALES,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
NECTAR,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,HERRAMIENTAS ACZ S A  DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,HERRAMIENTAS ACZ S A  DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,HERRAMIENTAS ACZ S A  DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,HERRAMIENTAS ACZ S A  DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,COMPA–IA FERRETERA TLALOC DEL SUR  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,COMPA–IA FERRETERA TLALOC DEL SUR  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,COMPA–IA FERRETERA TLALOC DEL SUR  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,FERRETERA SYA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,FERRETERA SYA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LINTERNAS,MARIA DE LESUS DEL OLMO HERNANDEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,MARIA DE LESUS DEL OLMO HERNANDEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,TLAPALERIA Y PAPELERIA METLAC Y/O MAURICIO MARTINEZ RAMIREZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,TLAPALERIA Y PAPELERIA METLAC Y/O MAURICIO MARTINEZ RAMIREZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
CHAMPAGNE,DISTRIBUIDORA DOLGO  .S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
VINO ESPUMOSO,DISTRIBUIDORA DOLGO  .S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
RON,ABARROTES OBRERA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
RON,ABARROTES VINOS Y LICORES LA DOCTORES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
RON A–EJO,SABRA DIOS Y/O SABRA DIOS S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MAYONESA,ABARROTES  VINOS Y LICORES Y/O RAUL LARA SANCHEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
CATSUP,ABARROTES  VINOS Y LICORES Y/O RAUL LARA SANCHEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
BEBIDA ALCOHOLICA PREPARADA,ABARROTES  VINOS Y LICORES Y/O RAUL LARA SANCHEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
RON,ABARROTES  VINOS Y LICORES Y/O RAUL LARA SANCHEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
BEBIDA ALCOHOLICA PREPARADA,ABARROTES  VINOS Y LICORES Y/O RAUL LARA SANCHEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA BLANCO,CASA CUERVO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,CASA CUERVO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,CASA CUERVO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MEZCAL,ENVASADORA DE DESTILADOS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MEZCAL,ENVASADORA DE DESTILADOS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
SOPA DE PASTA,ABARROTES VINOS Y LICORES LA NORIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ENLATADOS,ABARROTES VINOS Y LICORES LA NORIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
FRIJOLES,ABARROTES VINOS Y LICORES LA NORIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA,LA EUROPEA MEXICO  S.A. P.I. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA,LA EUROPEA MEXICO  S.A. P.I. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA BLANCO,LA EUROPEA MEXICO  S.A. P.I. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
WHISKY ESCOCES,LA EUROPEA MEXICO  S.A. P.I. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
BRANDY,LA EUROPEA MEXICO  S.A. P.I. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
RON,LA EUROPEA MEXICO  S.A. P.I. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
GINEBRA,LA EUROPEA MEXICO  S.A. P.I. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
BLOQUEADORES  BRONCEADORES Y FILTROS SOL,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
BLOQUEADORES  BRONCEADORES Y FILTROS SOL,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE LIMPIEZA PERSONAL,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE LIMPIEZA PERSONAL,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE LIMPIEZA PERSONAL,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS PARA EL CABELLO,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS PARA PIEL Y CALZADO,AGUSTIN RAMOS LOPEZ Y/O CASA LUX-Z,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS PARA PIEL Y CALZADO,AGUSTIN RAMOS LOPEZ Y/O CASA LUX-Z,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS PARA PIEL Y CALZADO,AGUSTIN RAMOS LOPEZ Y/O CASA LUX-Z,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS PARA PIEL Y CALZADO,AGUSTIN RAMOS LOPEZ Y/O CASA LUX-Z,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS PARA PIEL Y CALZADO,AGUSTIN RAMOS LOPEZ Y/O CASA LUX-Z,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS PARA PIEL Y CALZADO,AGUSTIN RAMOS LOPEZ Y/O CASA LUX-Z,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS PARA PIEL Y CALZADO,AGUSTIN RAMOS LOPEZ Y/O CASA LUX-Z,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA,PERFUMERIA DAISY  Y/O ADRIAN LEJARAZO GAONA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA,PERFUMERIA DAISY  Y/O ADRIAN LEJARAZO GAONA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA,PERFUMERIA DAISY  Y/O ADRIAN LEJARAZO GAONA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS PARA EL CABELLO,PERFUMERIA DAISY  Y/O ADRIAN LEJARAZO GAONA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DE PERFUMERIA Y BELLEZA,GUADALUPE MORALES CAMARGO Y/O DISTRIBUIDORA ALONDIGA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DE PERFUMERIA Y BELLEZA,GUADALUPE MORALES CAMARGO Y/O DISTRIBUIDORA ALONDIGA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA,GUADALUPE MORALES CAMARGO Y/O DISTRIBUIDORA ALONDIGA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS PARA EL CABELLO,YING HONG INTERNACIONAL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,YING HONG INTERNACIONAL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE BELLEZA,YING HONG INTERNACIONAL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,YING HONG INTERNACIONAL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,YING HONG INTERNACIONAL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,LIU 668  S.A DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,LIU 668  S.A DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,ABARROTES LOMA II Y/O ROSA ISELA RODRIGUEZ ORTEGA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ATUN,ABARROTES LOMA II Y/O ROSA ISELA RODRIGUEZ ORTEGA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,CREMERIA Y SALCHICHONERIA LAS BONITAS Y/O JULIA SANCHEZ PRIETO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
